steamid,publisherclass,copiessold
2324230,Indie,1031
2627570,Hobbyist,129
1525370,Hobbyist,50
2104570,Hobbyist,312
1540100,Hobbyist,100
1834760,Hobbyist,50
1744750,Hobbyist,1152
1624470,Hobbyist,140
1497510,Hobbyist,100
1271520,Hobbyist,50
1181120,Hobbyist,870
921450,Hobbyist,100
2104010,Hobbyist,221
2382120,Indie,354
2113300,Hobbyist,175
2499620,Hobbyist,1
2504210,Hobbyist,1
1540000,Hobbyist,10
2517180,Hobbyist,50
2021690,Indie,152
1842890,Indie,200
1877970,Indie,200
1705020,Hobbyist,200
1442410,Hobbyist,200
1404080,Hobbyist,147
1437580,Hobbyist,54
1374820,Hobbyist,200
1350500,Hobbyist,174
570600,Hobbyist,128
399880,Hobbyist,300
2287790,Hobbyist,334
2371400,Hobbyist,182
1388530,Indie,125
1122980,Indie,1008
2589820,Hobbyist,200
2077800,Indie,252
1202240,Hobbyist,1394
1030170,Indie,147
457650,Indie,125
2094890,Hobbyist,105
2655620,Hobbyist,72
2169810,Indie,231
1932670,Hobbyist,210
1520880,Hobbyist,75
1826070,Hobbyist,126
1639090,Indie,333
1043870,Hobbyist,220
737510,Hobbyist,1147
805030,Indie,90
381250,Hobbyist,120
421140,Hobbyist,703
1668870,Indie,576
1221030,Indie,1517
2697890,Indie,2122
1989310,Hobbyist,500
1595600,Indie,364
1488640,Hobbyist,1102
1109110,Hobbyist,780
768580,Indie,228
2345480,Hobbyist,140
1646380,Hobbyist,61
1246780,Indie,1443
1752090,Indie,198
1712150,Indie,780
1269540,Hobbyist,144
449520,Indie,308
418960,Hobbyist,270
1565880,Hobbyist,105
1882600,Hobbyist,621
1353160,Hobbyist,92
756320,Hobbyist,1222
1904820,Indie,326156
1796920,Indie,75
1471460,Hobbyist,105
1183230,Indie,200
1080780,Hobbyist,585
573360,Hobbyist,541
463540,Hobbyist,278
491240,Hobbyist,945
2301000,Hobbyist,217
1357220,Hobbyist,520
1533370,Hobbyist,555
1552600,Hobbyist,69
1072590,Indie,2048
1069820,Indie,286
928610,Indie,1904
600210,Hobbyist,1872
458500,Indie,629
575490,Indie,936
1931680,Indie,608
2540460,Indie,105
1930060,Indie,216
1725560,Hobbyist,90
1202410,Hobbyist,100
1693200,Hobbyist,1323
1559500,Indie,999
1343580,Hobbyist,630
869440,Hobbyist,161
720310,Hobbyist,105
650820,Hobbyist,168
575840,Indie,1015
2260720,Hobbyist,504
2262010,Indie,70
2462880,Hobbyist,219
2260650,Hobbyist,66
2325570,Indie,252
2155970,Hobbyist,180
1926340,Indie,1148
1227590,Indie,962
2593420,Hobbyist,186
1868710,Indie,198
1840700,Hobbyist,874
719320,Hobbyist,210
674390,Hobbyist,165
2417840,Hobbyist,125
1715470,Hobbyist,330
1666260,Indie,1584
1636550,Indie,190
1513530,Hobbyist,330
798610,Indie,528
344270,Indie,525
2319870,Hobbyist,382
1626610,Indie,162
2080340,Hobbyist,120
1602350,Hobbyist,476
1217070,Indie,90
2471120,Hobbyist,133
2328140,Hobbyist,500
2014370,Hobbyist,1710
1584560,Hobbyist,247
1239000,Hobbyist,252
877040,Hobbyist,204
692660,Indie,184
719290,Indie,261
638260,Indie,144
463710,Indie,1886
2363590,Hobbyist,110
1795970,Indie,45
1758410,Hobbyist,63
2448420,Indie,116
2011730,Hobbyist,308
1835580,Indie,986
1719000,Hobbyist,630
1384170,Hobbyist,384
1312070,Indie,434
638240,Indie,144
2261650,Indie,1209
1878300,Hobbyist,126
1247650,Indie,160
940990,Indie,138
2063850,Indie,108
2670360,Indie,276
2123420,Hobbyist,640
1841780,Indie,1024
1489000,Hobbyist,391
1394420,Hobbyist,546
751480,Indie,480
2080020,Indie,90
1636570,Hobbyist,100
1833360,Hobbyist,1408
1382290,Hobbyist,114
1547900,Indie,480
1352180,Indie,182
1346250,Hobbyist,1377
1183420,Indie,126
1289690,Hobbyist,780
815300,Hobbyist,286
2575110,Hobbyist,493
1500740,Hobbyist,602
1814060,Hobbyist,720
1631780,Hobbyist,280
1506520,Hobbyist,459
1135040,Indie,528
1145120,Hobbyist,570
1101770,Hobbyist,90
823360,Indie,1334
790230,Indie,1428
674980,Hobbyist,184
586450,Indie,840
363900,Indie,556
2286760,Hobbyist,198
2085330,Indie,148
2383850,Indie,98
2005580,Hobbyist,98
918780,Hobbyist,336
1950070,Indie,988
1255130,Indie,1428
810000,Indie,441
1958340,Hobbyist,126
1548280,Hobbyist,192
1467060,Indie,286
677710,Hobbyist,175
891720,Indie,1221
761480,Hobbyist,1125
509340,Hobbyist,192
2244880,Indie,3712
1303820,Indie,476
935440,Indie,1628
709350,Indie,138
622150,Indie,105
2404990,Hobbyist,986
2468740,Hobbyist,153
1701300,Indie,1148
1603220,Hobbyist,144
2052770,AA,132
1836740,Hobbyist,90
1348250,Hobbyist,180
1041760,Indie,696
800280,Hobbyist,1389
777020,Indie,1598
758170,Hobbyist,309
464530,Hobbyist,1178
359070,Hobbyist,546
2608440,Hobbyist,405
2093640,Hobbyist,168
1881440,Hobbyist,72
2092660,Hobbyist,101
652770,Hobbyist,115
1629550,Indie,150
1564940,Indie,495
1555950,Hobbyist,75
1303170,Hobbyist,75
1175170,Indie,345
644760,Hobbyist,372
318680,Indie,168
33760,Indie,336
2068400,Hobbyist,248
1151100,Hobbyist,94
1498900,Indie,210
1663940,Indie,210
822680,Hobbyist,1312
652550,Hobbyist,315
554690,Hobbyist,195
2266320,Indie,586
2163270,Hobbyist,158
2065180,Hobbyist,105
1806690,Indie,72
1762450,Indie,171
1504140,Hobbyist,325
1126060,Hobbyist,798
1147280,Hobbyist,120
929430,Indie,690
764780,Hobbyist,72
1997800,Hobbyist,162
1598190,Hobbyist,114
1380760,Hobbyist,162
1228960,Hobbyist,180
1172500,Indie,1763
986340,Indie,210
996160,Indie,256
790120,Hobbyist,1623
718070,Hobbyist,198
525330,Hobbyist,114
495300,Hobbyist,980
2153970,Indie,174
1929990,Hobbyist,4627
1006120,Indie,216
500790,Hobbyist,112
2094570,Hobbyist,243
1660180,Indie,1147
1550990,Indie,1591
745520,Hobbyist,210
586710,Indie,200
2322720,Indie,94
2417100,Hobbyist,194
1990940,Indie,194
2462790,Hobbyist,215
1973130,Hobbyist,273
1219610,Indie,837
652540,Hobbyist,247
372340,Hobbyist,60
2180150,Hobbyist,486
1924550,Hobbyist,168
1677510,Indie,45
1466400,Hobbyist,83
1688320,Hobbyist,39279
1237900,Hobbyist,115
1199780,Indie,135
1025510,Indie,168
2292300,Hobbyist,540
1804710,AA,105
1480690,Hobbyist,138
1736900,Hobbyist,975
1566820,Indie,209
1386020,Hobbyist,460
1261750,Indie,138
1135130,Indie,493
1120600,Hobbyist,171
1013660,Hobbyist,69
1001500,Indie,230
796070,Indie,138
42930,Indie,912
2201790,Hobbyist,69
2227150,Hobbyist,397
2418500,Indie,71
1881010,Hobbyist,105
1968300,Hobbyist,161
1658050,Hobbyist,225
1439930,Hobbyist,161
1375810,Indie,182
996730,Hobbyist,168
991230,Indie,1720
614880,Hobbyist,290
504260,Hobbyist,350
1786710,Hobbyist,135
2004220,Hobbyist,161
2508960,Hobbyist,377
1235520,Indie,990
1505980,Indie,1092
1398420,Hobbyist,133
1116870,Hobbyist,840
866310,Indie,1755
810050,Hobbyist,144
768480,Indie,266
1983330,Hobbyist,690
1644600,Hobbyist,320
1565480,Hobbyist,363
1223260,Hobbyist,105
898680,Hobbyist,253
414060,Hobbyist,840
2387310,Hobbyist,73
2476020,Hobbyist,261
391400,Hobbyist,72
1661640,Hobbyist,1161
1708610,Indie,228
1459640,Indie,192
1272690,Indie,702
615700,Hobbyist,858
937780,Indie,253
875670,Hobbyist,1134
851880,Indie,576
447920,Indie,1632
1662710,Hobbyist,89
1956310,Indie,285
2193500,Indie,133
1962650,Hobbyist,96
1293930,Indie,96
1274560,Hobbyist,96
1358320,Hobbyist,60
1370820,Indie,96
1692470,Hobbyist,96
1538650,Indie,210
1147240,Hobbyist,96
969340,Hobbyist,60
661200,Hobbyist,161
1117160,Hobbyist,48
1197700,Indie,308
676180,Hobbyist,675
748050,Hobbyist,80
720850,Hobbyist,96
563370,Hobbyist,96
575760,Indie,1598
2193630,Hobbyist,96
2269270,Hobbyist,196
2200170,Indie,70
2222910,Indie,1053
2004880,Hobbyist,1075
1900690,Indie,192
1685610,Hobbyist,578
1091030,Hobbyist,69
1065250,Hobbyist,120
794830,Hobbyist,378
934810,Hobbyist,1189
815010,Indie,702
711450,Hobbyist,558
1125030,Indie,160
1086310,Hobbyist,160
1680270,Hobbyist,180
1717300,Hobbyist,1548
1233850,Indie,180
993850,Hobbyist,224
1825670,Hobbyist,220
1152450,Indie,840
800170,Hobbyist,92
1102080,Indie,276
984170,Indie,168
976850,Hobbyist,1804
504980,Hobbyist,840
1706480,Indie,213
2374360,Indie,526
2380590,Hobbyist,551
1584460,Hobbyist,66
2027310,Hobbyist,1122
1478320,Hobbyist,480
1427140,Indie,780
600520,Indie,60
1257190,Hobbyist,115
1223390,Indie,286
644400,Hobbyist,105
968450,Indie,480
1748160,Indie,231
2059650,Indie,782
1410200,Hobbyist,276
1043140,Hobbyist,336
1028490,Indie,310
530300,Hobbyist,189
2363790,Hobbyist,135
2677940,Hobbyist,50
2233110,Hobbyist,126
1000750,Hobbyist,60
1509400,Indie,1025
2525680,Hobbyist,1393
1771400,Hobbyist,330
665590,Indie,1677
610090,Hobbyist,195
1577050,Hobbyist,95
747160,Hobbyist,532
672940,Hobbyist,210
454780,Hobbyist,114
354920,Indie,1802
2327810,Indie,492
1682320,Indie,90
1814160,Indie,1548
1346300,Hobbyist,75
942530,Hobbyist,92
1122710,Indie,260
787050,Hobbyist,100
779390,Hobbyist,75
727460,Hobbyist,1263
612010,Hobbyist,100
366570,Hobbyist,140
2000460,Hobbyist,50
2264410,Hobbyist,72
2167390,Hobbyist,38
1174900,Indie,504
2159230,Hobbyist,190
820040,Indie,1845
859560,Hobbyist,200
781660,Indie,1650
744010,Hobbyist,264
337730,Indie,425
2274390,Hobbyist,247
1990550,Hobbyist,570
1592880,Indie,775
1175050,Hobbyist,216
420300,Hobbyist,279
2246940,Hobbyist,207
1343410,Indie,476
1436650,Hobbyist,10913
1942540,Indie,756
1453670,Hobbyist,220
1586240,Hobbyist,162
1139470,Indie,1760
1135450,Indie,209
1070180,Indie,351
908420,AA,175
798200,Hobbyist,108
718140,Indie,311
711560,Indie,2090
551380,Indie,165
2343960,Indie,155
1668850,Indie,552
2430510,Hobbyist,360
1845880,Indie,960
1635620,Indie,1248
1462970,Indie,528
1170290,Hobbyist,378
1145580,Hobbyist,54
713080,Hobbyist,907
286790,Indie,400
2373600,Indie,489
2445700,Indie,343
2169460,Hobbyist,264
2156270,Indie,260
1443170,Hobbyist,126
1810410,Hobbyist,700
1273940,Indie,108
1420680,Hobbyist,150
1080200,Hobbyist,63
1255910,Hobbyist,105
951470,Hobbyist,90
428740,Hobbyist,162
365080,Hobbyist,466
2553160,Hobbyist,203
1566670,Hobbyist,138
1760140,Hobbyist,189
1252100,Hobbyist,322
1012450,Hobbyist,231
1012370,Hobbyist,171
963370,Hobbyist,147
955380,Indie,216
705780,Hobbyist,189
759650,Indie,210
2464700,Hobbyist,252
2619350,Hobbyist,118
1811870,Hobbyist,140
2173870,Indie,544
2094170,Indie,810
1832030,Hobbyist,112
1720790,Indie,90
1582090,Indie,720
1176040,Hobbyist,96
971610,Indie,363
681990,Hobbyist,147
679640,Indie,162
2215910,Hobbyist,2862
2445330,Hobbyist,1790
2091240,Indie,225
1701830,Hobbyist,273
827120,Hobbyist,1170
815540,Indie,171
684170,Hobbyist,275
612140,Indie,526
434970,Hobbyist,100
2444660,Hobbyist,52
1498460,Indie,140
1418140,Indie,245
1431790,Hobbyist,114
1144150,Indie,728
1015350,Indie,1710
733570,Indie,94
688330,Hobbyist,144
2258120,Hobbyist,416
2098100,Hobbyist,204
2383920,Hobbyist,97
1815160,Indie,216
1355810,Indie,340
2540410,Indie,94
313700,Indie,448
1427800,Hobbyist,188
572480,Hobbyist,92
1072350,Indie,171
897100,Hobbyist,171
790390,Hobbyist,253
582840,Hobbyist,383
301250,Hobbyist,399
2715280,Hobbyist,294
1345030,Hobbyist,92
1406140,Hobbyist,1026
1257600,Indie,196
737930,Hobbyist,383
362400,Hobbyist,1976
1899200,Hobbyist,144
1989280,Hobbyist,100
1669820,Indie,168
1452130,Hobbyist,322
870260,Hobbyist,252
888710,Hobbyist,216
821720,Indie,1606
725680,Indie,1394
681980,Hobbyist,910
463010,Hobbyist,414
2429220,Indie,99
2060510,Hobbyist,338
1771230,Hobbyist,108
1695500,Hobbyist,108
554710,Indie,1716
1793340,Hobbyist,209
1531610,Indie,231
1497780,Hobbyist,945
1351720,Hobbyist,108
1005900,Indie,1560
517500,Hobbyist,105
546790,Indie,1722
753400,Indie,945
2078530,Hobbyist,189
1863460,Hobbyist,84
1433870,Hobbyist,234
1513550,Hobbyist,72
920280,Hobbyist,105
2498630,Hobbyist,205
1914000,Indie,512
1784550,Hobbyist,1189
1750980,Hobbyist,312
1024670,Hobbyist,1148
886950,Hobbyist,1092
601200,Hobbyist,312
659560,Indie,920
280010,Indie,149
342520,Hobbyist,680
1724980,Hobbyist,107
1679200,Indie,483
1565710,Hobbyist,184
1002210,Hobbyist,483
846820,Indie,1554
768060,Indie,1760
647930,Indie,161
2050310,Indie,1470
2318180,Indie,111
2266020,Indie,146
1378870,Hobbyist,75
1094880,Indie,1720
533890,Hobbyist,420
537920,Hobbyist,138
2377120,Indie,141
2101410,Hobbyist,72
1995450,Hobbyist,150
1167150,Hobbyist,864
1567400,Hobbyist,612
1447330,Hobbyist,837
1521520,Indie,1575
1329470,Indie,645
1345350,Hobbyist,460
770850,Indie,133
893650,Hobbyist,198
749580,Hobbyist,279
613610,Hobbyist,225
388160,Indie,1890
2556940,Indie,62
2139560,Indie,1189
1461090,Hobbyist,135
1343680,Indie,495
1260840,Indie,264
789280,Hobbyist,165
513600,Indie,980
493670,Hobbyist,195
377570,Hobbyist,1302
2418740,Hobbyist,361
2065520,Hobbyist,144
1778630,Hobbyist,338
1673550,Indie,493
1167850,Indie,450
2003590,Hobbyist,72
1355010,Indie,310
1963180,Hobbyist,216
1229730,Hobbyist,1650
1200780,Indie,414
693560,Hobbyist,192
683210,Hobbyist,210
326130,Indie,510
1813440,Hobbyist,456
1802340,Indie,225
2185190,Hobbyist,372
2083580,Hobbyist,72
828890,Indie,1902
412760,Hobbyist,120
1549220,Hobbyist,594
1274610,Hobbyist,1462
1222250,Hobbyist,160
1126840,Indie,408
687360,Hobbyist,506
678400,Indie,190
523670,Indie,363
2313970,Indie,164
2163400,Hobbyist,346
2327190,Indie,374
1538400,Hobbyist,120
981660,Hobbyist,108
1333020,Indie,594
1278110,Hobbyist,105
972520,Hobbyist,150
848890,Hobbyist,147
830430,Indie,348
513260,Hobbyist,168
2413720,Indie,1018
1444430,Hobbyist,490
2726490,Hobbyist,185
1766580,Indie,704
1734980,Hobbyist,286
897890,Hobbyist,161
755600,Indie,1598
711720,Hobbyist,288
690130,Hobbyist,444
656190,Hobbyist,648
591640,Hobbyist,135
1948210,Hobbyist,108
1891350,Hobbyist,644
1576860,Indie,63
796370,Hobbyist,561
430300,Indie,584
1565760,Hobbyist,84
2139690,Indie,290
1854840,Hobbyist,462
1686790,Hobbyist,92
1715780,Hobbyist,92
1681400,Indie,92
1168650,Indie,1089
1051260,Indie,468
650010,Hobbyist,190
2328770,Hobbyist,129
2334340,Hobbyist,1120
2532990,Indie,67
1362300,Indie,92
1870320,Indie,26153
1864710,Hobbyist,115
1747310,Indie,216
1462170,Hobbyist,115
1290010,Hobbyist,180
935350,Hobbyist,349
790800,Indie,128
716940,Indie,1720
666850,Hobbyist,184
472720,Hobbyist,184
2439000,Indie,111
2549570,Indie,115
2123050,Hobbyist,351
1479310,Hobbyist,750
1350170,Hobbyist,144
1186530,Hobbyist,175
651280,Hobbyist,207
1130590,Indie,975
964390,Indie,375
1071880,Indie,297
781290,Indie,243
1962840,Indie,510
2443790,Hobbyist,247
2615290,Hobbyist,49
2148690,Indie,494
2094640,Indie,1025
2091650,Hobbyist,105
1959490,Indie,528
1692310,Hobbyist,861
1469800,Hobbyist,216
644890,Indie,768
362790,Hobbyist,522
1806110,Hobbyist,348
860090,Hobbyist,925
2168490,Indie,92
2181990,Hobbyist,1365
970220,Hobbyist,260
1746150,Hobbyist,132
1431840,Indie,238
1236810,Hobbyist,152
1051300,Indie,372
756560,Indie,1258
832470,Indie,882
684420,Indie,460
2395260,Hobbyist,524
1085610,Hobbyist,924
1835350,Hobbyist,459
1784990,Hobbyist,558
792000,Hobbyist,72
571050,Indie,216
1850490,Hobbyist,65
2266720,Hobbyist,650
2299150,Indie,357
1999920,Hobbyist,88
1737050,Hobbyist,1459
1721100,Hobbyist,184
1913970,Indie,1672
1363560,Hobbyist,160
1322540,Indie,224
928660,Hobbyist,703
786720,Hobbyist,1435
1858090,Hobbyist,147
2092240,Hobbyist,75
2522060,Indie,183
1902230,Hobbyist,60
1711540,Indie,92
1744650,Hobbyist,144
1371540,Hobbyist,160
857140,Hobbyist,1008
654600,Hobbyist,544
537170,Indie,90
509960,Hobbyist,726
1928280,Hobbyist,72
2098080,Indie,109
1992130,Indie,150
1683680,Indie,114
1684900,Indie,920
1599210,Indie,920
1268400,Indie,200
1070230,Indie,324
700540,Hobbyist,96
748130,Hobbyist,424
2490420,Hobbyist,152
2492600,Hobbyist,1422
1520310,Hobbyist,252
903880,Hobbyist,264
919890,Hobbyist,90
829040,Hobbyist,276
833890,Hobbyist,952
699760,Indie,1666
681000,Hobbyist,534
671810,Indie,396
2223170,Hobbyist,198
2681100,Hobbyist,105
1927560,Indie,182
1762830,Hobbyist,406
1337030,Indie,324
1207210,Hobbyist,1040
887300,Hobbyist,225
769370,Indie,968
744630,Hobbyist,150
2224430,Hobbyist,115
2386330,Indie,724
1149800,Hobbyist,45
781100,Indie,1376
704190,Indie,1924
675960,Hobbyist,1029
566350,Hobbyist,224
428020,Indie,299
1468280,Hobbyist,2142
1043470,Hobbyist,476
980880,Indie,273
581920,Hobbyist,338
517660,Hobbyist,210
2086490,Hobbyist,94
1387570,Hobbyist,92
1782420,Hobbyist,78
1546380,Indie,286
1373700,Indie,242
1314870,Hobbyist,560
1281810,Indie,120
1099840,Hobbyist,1764
954240,Hobbyist,184
707960,Hobbyist,567
2354400,Hobbyist,39
2073790,Hobbyist,199
2530710,Indie,149
1961860,Indie,72
1392690,Hobbyist,72
1733660,Indie,925
941000,Indie,150
860600,Hobbyist,168
397760,Hobbyist,273
575630,Indie,1155
2221910,Hobbyist,151
2670900,Indie,276
1934700,Hobbyist,231
1461500,Indie,250
1106670,Hobbyist,350
827920,Indie,1596
792560,Hobbyist,999
1388160,Hobbyist,220
1234580,Hobbyist,75
1034240,Indie,296
792340,Indie,243
807140,Indie,736
1507530,Hobbyist,217
2466920,Hobbyist,199
1663390,Hobbyist,495
1472320,Hobbyist,45
1256040,Hobbyist,308
1219580,Indie,1140
1147850,Indie,312
652460,Hobbyist,92
513770,Hobbyist,952
1782260,Indie,532
1188660,Hobbyist,910
1995580,Indie,162
2231870,Hobbyist,116
2573530,Hobbyist,190
1833930,Hobbyist,30
2128930,Hobbyist,90
1896420,Hobbyist,90
1934980,Indie,72
1965360,Indie,18
1886170,Hobbyist,90
1565450,Hobbyist,90
1801670,Hobbyist,90
1642110,Hobbyist,90
1677730,Hobbyist,696
1510390,Hobbyist,45
1636270,Indie,364
1581590,Hobbyist,90
1393950,Hobbyist,60
354780,Hobbyist,90
1478080,Hobbyist,75
1261820,Indie,75
1257950,Hobbyist,90
1168530,Hobbyist,108
1202560,Hobbyist,75
602270,Indie,48
454240,Hobbyist,60
1142460,Hobbyist,45
1115040,Hobbyist,60
1023760,Hobbyist,90
987660,Hobbyist,90
893710,Hobbyist,90
796500,Hobbyist,45
847230,Hobbyist,225
851040,Indie,90
699230,Indie,190
848150,Hobbyist,90
745750,Hobbyist,90
714060,Hobbyist,90
725320,Hobbyist,30
735260,Indie,1218
471200,Hobbyist,90
640600,Hobbyist,90
554590,Hobbyist,90
447930,Hobbyist,90
442760,Hobbyist,90
466070,Indie,200
2254200,Hobbyist,30
2177490,Hobbyist,500
2355290,Hobbyist,90
2274460,Indie,40
2102610,Hobbyist,120
1472010,Hobbyist,90
1340320,Indie,60
2700820,Hobbyist,15
2148080,Hobbyist,75
1814270,Hobbyist,180
1579000,Hobbyist,150
1750640,Hobbyist,180
1673570,Hobbyist,210
1673920,Hobbyist,150
1639690,Indie,1400
1336620,Indie,180
1322270,Hobbyist,1376
949650,Hobbyist,180
842130,Indie,1995
707000,Hobbyist,180
667670,Hobbyist,125
593980,Hobbyist,180
1031260,Hobbyist,180
1188060,Indie,180
2056400,Hobbyist,300
1135050,Indie,468
1001660,Hobbyist,198
867510,Indie,192
541910,Indie,91
2099390,Hobbyist,126
1552490,Hobbyist,69
1503390,Indie,1296
1588600,Hobbyist,69
835640,Indie,273
828160,Hobbyist,224
757440,Hobbyist,120
670850,Indie,510
71160,AA,360
2665110,Hobbyist,321
2161600,Hobbyist,714
1908680,Indie,1015
1720470,Hobbyist,162
949450,Hobbyist,87
1393490,Hobbyist,325
1439030,Indie,722
1408110,Hobbyist,1178
1302270,Indie,152
1181390,Hobbyist,112
985620,Indie,364
905870,Indie,312
763210,Hobbyist,808
2123390,Hobbyist,120
1893530,Hobbyist,896
1643280,Indie,840
1320830,Hobbyist,1320
636740,Hobbyist,125
586690,Indie,135
515900,Hobbyist,240
2312230,Indie,1383
2331880,Hobbyist,242
2504620,Hobbyist,63
2150310,Hobbyist,383
1598540,Hobbyist,45
1664980,Indie,297
1141130,Hobbyist,648
938350,Hobbyist,234
898440,Hobbyist,120
706390,Indie,660
682100,Hobbyist,406
655250,Indie,1426
335450,Indie,480
2354970,Indie,118
1707770,Indie,595
1616580,Hobbyist,1156
1672200,Indie,147
1601040,Hobbyist,448
1048420,Indie,138
812890,Hobbyist,30
811180,Indie,249
686380,Hobbyist,198
679740,Indie,740
586930,Hobbyist,297
1154170,Hobbyist,448
2463420,Hobbyist,348
1760300,Hobbyist,92
1520290,Indie,115
1518000,Hobbyist,225
1013190,Hobbyist,252
876890,Hobbyist,1054
798960,Hobbyist,1599
700830,Hobbyist,814
600980,Hobbyist,144
636030,Indie,432
2435630,Hobbyist,202
2352600,Hobbyist,102
2003620,Hobbyist,325
1204330,Hobbyist,162
1924590,Hobbyist,700
1261670,Indie,1344
1154480,Hobbyist,140
1204880,Indie,192
1082940,Hobbyist,105
729980,Hobbyist,357
433210,Hobbyist,1501
2296320,Hobbyist,86
1611060,Indie,138
1533080,Hobbyist,897
1248350,Hobbyist,405
1161300,Indie,144
802090,Indie,108
491070,Hobbyist,216
703200,Indie,297
577160,Hobbyist,297
2515910,Indie,92
1631540,Hobbyist,702
789750,Hobbyist,858
909480,Indie,1480
576820,Hobbyist,120
2307410,Indie,52
2242310,Hobbyist,349
2448140,Indie,599
1899210,Hobbyist,196
2167040,Indie,825
2004650,Hobbyist,434
1749020,Hobbyist,150
1698400,Hobbyist,148
1452910,Hobbyist,384
1573620,Hobbyist,220
991760,Hobbyist,50
2398410,Indie,986
2293820,Indie,1053
1844280,Indie,504
2512430,Hobbyist,517
2433960,Indie,68
1771210,Hobbyist,1560
1868520,Hobbyist,150
1642330,Indie,144
1202420,Hobbyist,1295
649970,Hobbyist,168
650980,Indie,108
1901510,Hobbyist,451
1720370,Hobbyist,810
1153850,Hobbyist,180
1263060,Hobbyist,189
1465170,Indie,1755
946000,Hobbyist,408
936010,Hobbyist,880
2317430,Indie,59
1248970,Indie,900
1819660,Indie,510
1655700,Hobbyist,1512
1203400,Indie,222
667900,Hobbyist,144
2228340,Indie,201
2006210,Hobbyist,72
2012630,Hobbyist,266
1500750,Hobbyist,891
1017880,Hobbyist,279
1064090,Indie,968
718120,Hobbyist,391
773330,Hobbyist,1209
505110,Hobbyist,234
366610,Hobbyist,1088
2160430,Hobbyist,126
1380690,Hobbyist,147
1708970,Indie,160
1711230,Hobbyist,126
1198490,Indie,348
1219070,Hobbyist,340
1374430,Hobbyist,168
863290,Hobbyist,126
984030,Hobbyist,126
932120,Indie,1640
708780,Hobbyist,437
752810,Indie,270
582360,Hobbyist,150
532700,Hobbyist,570
538170,Hobbyist,200
2270000,Hobbyist,36
2123030,Indie,504
1970560,Indie,888
1673230,Hobbyist,294
1517230,Hobbyist,888
828350,Hobbyist,315
1016420,Hobbyist,200
733770,Indie,961
1417270,Indie,888
1863030,Hobbyist,150
2059690,Hobbyist,176
1687080,Hobbyist,176
1479980,Hobbyist,176
1768980,Hobbyist,220
1729090,Hobbyist,936
1633460,Indie,455
1457840,Hobbyist,176
1491720,Hobbyist,220
632040,Hobbyist,176
586130,Indie,2074
1713070,Indie,350
1283260,Hobbyist,150
1171870,Hobbyist,152
876780,Hobbyist,95
817760,Indie,1692
2106760,Hobbyist,528
1970050,Hobbyist,198
2299790,Hobbyist,240
1831100,Hobbyist,100
1523750,Hobbyist,532
2065870,Hobbyist,85
1024890,Hobbyist,215420
1428580,Hobbyist,336
1228670,Hobbyist,145
1287860,Hobbyist,300
1276600,Indie,220
1079480,Hobbyist,276
1063080,Hobbyist,189
2546170,Hobbyist,144
1350060,Hobbyist,225
1024540,Hobbyist,95
514740,Indie,138
436360,Hobbyist,280
373820,Indie,507
354690,Indie,231
2152630,Hobbyist,5065
1423500,Hobbyist,46
406120,Hobbyist,270
2341410,Hobbyist,302
2498620,Hobbyist,241
1361570,Hobbyist,61
1083460,Hobbyist,90
1807730,Indie,408
1478470,Hobbyist,175
