steamid,publisherclass,copiessold
525600,Hobbyist,580
2117140,Indie,684
1940910,Hobbyist,4722
2148760,Indie,1452
1848350,Hobbyist,480
1957100,Hobbyist,594
1542710,Hobbyist,594
1431420,Indie,675
1303280,Indie,672
795220,Indie,837
792640,Indie,1560
594160,Hobbyist,1376
2559360,Hobbyist,428
1597520,Hobbyist,1170
1198240,Hobbyist,138
1099630,Hobbyist,390
2689600,Hobbyist,119
2126620,Hobbyist,108
1502410,Hobbyist,290
1581240,Indie,105
1502950,Hobbyist,290
1095090,Hobbyist,252
527960,Hobbyist,144
865720,Indie,231
703630,Indie,1848
341160,Indie,1326
1887730,Indie,126
1762400,Indie,858
1624460,Indie,532
1499660,Hobbyist,870
1449650,Hobbyist,646
1206080,Hobbyist,144
1020930,Hobbyist,120
563170,Indie,243
783430,Hobbyist,324
1052220,Indie,897
849520,Indie,684
737260,Hobbyist,1508
611690,Hobbyist,198
2186240,Hobbyist,336
1932350,Hobbyist,646
1559660,Indie,777
751200,Indie,1774
1528880,Hobbyist,351
1047160,Indie,286
487580,Indie,1225
1232310,Hobbyist,319
464110,Hobbyist,270
1782390,Indie,666
1359730,Hobbyist,101
2186380,Indie,180
1171520,Indie,96
1865100,Hobbyist,936
1827730,Hobbyist,192
1436220,Hobbyist,144
1327370,Hobbyist,192
1373080,Hobbyist,171
829720,Hobbyist,390
516640,Indie,192
569500,Hobbyist,126
578880,Hobbyist,192
303880,Hobbyist,300
1623870,Hobbyist,46
1593180,Indie,888
1049870,Hobbyist,232
1095070,Hobbyist,75
922170,Hobbyist,90
731930,Indie,590
424750,Hobbyist,270
1774100,Hobbyist,45398
1652260,Hobbyist,115
1709260,Indie,567
1153930,Indie,1056
1344860,Hobbyist,115
2492420,Hobbyist,115
1969320,Indie,180
1998380,Indie,200
1799710,Hobbyist,196
1678760,Hobbyist,230
1595380,Hobbyist,1055
1126110,Indie,230
1335810,Hobbyist,1050
1202710,Indie,266
1133230,Hobbyist,231
776550,Indie,2482
2331710,Indie,266
1227600,Indie,770
1971360,Hobbyist,125
1584540,Hobbyist,576
1475180,Indie,494
1486030,Hobbyist,700
1015580,Indie,120
2027390,Indie,429
1413600,Hobbyist,192
1105130,Hobbyist,45188
1858400,Hobbyist,253
1738570,Hobbyist,264
1500490,Hobbyist,276
1151400,Hobbyist,325
1127140,Hobbyist,350
553020,Indie,210
355650,Indie,560
2544590,Hobbyist,112
1373350,Hobbyist,9600
763350,Hobbyist,138
558670,Indie,180
496590,Indie,645
2591120,Indie,155
1544430,Hobbyist,270
1487230,Hobbyist,15
560770,Hobbyist,112
71165,AA,483
2234600,Indie,765
2303570,Indie,212
2191140,Hobbyist,551
2113370,Indie,1224
976230,Hobbyist,585
1702220,Hobbyist,286
814420,Hobbyist,276
815860,Indie,546
573670,Indie,437
628960,Indie,1102
605490,Hobbyist,184
451350,Indie,494
1375880,Hobbyist,345
1210670,Indie,351
776540,Indie,2346
1901450,Indie,196
2026440,Hobbyist,310
1458620,Indie,1160
1743930,Hobbyist,220
1553800,Hobbyist,460
1540570,Hobbyist,180
1429530,Hobbyist,57
290850,Hobbyist,364
979000,Hobbyist,72
573730,Indie,498
370170,Indie,561
2164100,Indie,173
1603900,Indie,95
2460980,Hobbyist,381
1937300,Hobbyist,117
1813550,Hobbyist,114
1292410,Hobbyist,190
1414240,Indie,114
1346800,Hobbyist,198
1320520,Indie,198
1090790,Indie,1254
1028340,Hobbyist,207
947450,Indie,832
714620,Indie,1935
411070,Hobbyist,200
2124670,Indie,1260
1908850,Hobbyist,228
1280550,Indie,1505
1215710,Hobbyist,476
878180,Indie,2420
597020,Hobbyist,216
2132520,Hobbyist,89
2011640,Indie,152
1588650,Indie,726
1577750,Indie,570
1545340,Indie,336
1285580,Indie,297
387400,Hobbyist,169
2426900,Hobbyist,230
2012530,Indie,4180
1422240,Indie,2300
894310,Indie,476
894330,Hobbyist,756
778860,Indie,2050
578670,Hobbyist,306
517010,Hobbyist,1188
1706470,Hobbyist,200
1315620,Hobbyist,510
1286870,Indie,171
971880,Indie,360
847390,Hobbyist,478
713580,Indie,1848
2286830,Hobbyist,148
2340150,Indie,725
1096910,Hobbyist,570
1855170,Indie,1155
1156680,Hobbyist,126
1006450,Indie,270
771340,Indie,150
2224400,Hobbyist,124
2153850,Indie,1269
1366230,Indie,162
2065750,Hobbyist,197
665560,Hobbyist,90
1830980,Hobbyist,243
1557240,Indie,555
1485450,Indie,1320
1299430,Hobbyist,308
1162920,Hobbyist,133
917600,Hobbyist,189
2182570,Hobbyist,72
2059480,Indie,750
938100,Hobbyist,90
502150,Hobbyist,444
362370,Hobbyist,114
364130,Hobbyist,290
15350,AAA,198
2224200,Indie,86
1684110,Hobbyist,86
1593080,Hobbyist,190
2015610,Hobbyist,126
1786030,Hobbyist,286
984020,Hobbyist,364
836790,Indie,1312
342540,Hobbyist,638
2498870,Hobbyist,65
2316900,Indie,202
2367880,Hobbyist,72
2702050,Indie,133
1515800,Hobbyist,375
1640100,Hobbyist,1015
392150,Indie,182
954590,Indie,2016
429950,Hobbyist,850
1591470,Indie,1634
993400,Indie,476
880610,Indie,1560
757540,Hobbyist,226
658810,Hobbyist,270
528770,Hobbyist,544
334480,Indie,117
15800,Hobbyist,126
1915410,Hobbyist,416
1494180,Hobbyist,330
1520170,Indie,1716
1366100,Indie,858
1061300,Indie,1804
1010410,Indie,319
777550,Hobbyist,144
702310,Indie,240
671180,Hobbyist,252
1903130,Hobbyist,45
1863170,Hobbyist,161
1599690,Hobbyist,775
444870,Hobbyist,200
34313,AA,304
2147670,Hobbyist,459
1805070,Hobbyist,75
1458480,Hobbyist,75
1435210,Hobbyist,75
1352730,Hobbyist,75
1403570,Hobbyist,75
1329830,Indie,171
1049690,Hobbyist,75
873050,Hobbyist,90
856790,Hobbyist,416
800640,Hobbyist,266
285670,Indie,150
2024990,Hobbyist,160
1182890,Hobbyist,75
1846850,Hobbyist,225
856650,Hobbyist,225
2246130,Indie,183
1398710,Indie,162
1688350,Hobbyist,128
1727660,Hobbyist,650
1537980,Hobbyist,120
1574540,Indie,105
1021890,Hobbyist,108
1129350,Hobbyist,168
1914010,Indie,629
1698440,Hobbyist,270
1749170,Hobbyist,162
1683240,Indie,450
1580600,Hobbyist,294
1094070,Hobbyist,190
1020560,Hobbyist,96
791140,Hobbyist,152
733510,Indie,165
2098860,Indie,198
1748900,Indie,161
1617370,Indie,171
1494370,Hobbyist,171
1501120,Indie,1444
818670,Hobbyist,135
754510,Indie,1634
2065110,Indie,230
1928120,Indie,336
1745000,Hobbyist,451
1439220,Hobbyist,264
1275060,Indie,369
1259330,Hobbyist,160
1116520,Hobbyist,1472
2141820,Indie,140
2332110,Indie,112
959710,Hobbyist,160
1894990,Hobbyist,280
1420330,Hobbyist,245
1747690,Indie,271
2226480,Hobbyist,280
930710,Indie,224
2177610,Hobbyist,1707
2111400,Hobbyist,270
1142510,Hobbyist,176
1011130,Hobbyist,1743
750420,Indie,138
513610,Indie,1640
1996880,Hobbyist,146
1912880,Hobbyist,624
1344210,Hobbyist,252
1811140,Indie,1102
1098680,Hobbyist,1739
670630,Hobbyist,735
2339650,Indie,306
2382650,Hobbyist,629
1745990,Hobbyist,351
1972830,Hobbyist,560
1574620,Hobbyist,560
1342130,Hobbyist,464
1281530,Hobbyist,1610
1263490,Indie,430
1091570,Indie,1677
1095850,Indie,919
1034370,Indie,690
864010,Indie,704
406920,Hobbyist,1290
389690,Indie,391
343830,Indie,962
2194660,Indie,230
2373380,Hobbyist,422
2417160,Indie,366
2189910,Hobbyist,434
2010390,Hobbyist,651
918610,Hobbyist,330
1583300,Indie,1935
1442390,Indie,560
531480,Hobbyist,420
373460,Indie,609
230760,Hobbyist,228
2243050,Hobbyist,206
2302680,Indie,182
2477770,Indie,177
1700900,Hobbyist,144
2182420,Indie,371
1978850,Hobbyist,408
893450,Hobbyist,125
574520,Hobbyist,162
2431730,Hobbyist,239
1972740,Hobbyist,936
1636260,Indie,286
1178710,Hobbyist,270
1039380,Indie,512
1012800,Indie,1716
811640,Hobbyist,175
2119210,Hobbyist,1624
2007410,Indie,147
1798600,Hobbyist,1131
810340,Hobbyist,324
776020,Indie,225
512700,Hobbyist,87
1415950,Hobbyist,20
2070830,Hobbyist,1216
1693150,Hobbyist,184
823920,Indie,1628
698160,Hobbyist,288
545850,Indie,459
415530,Hobbyist,222
1555270,Indie,1118
1132290,Hobbyist,225
879620,Hobbyist,621
550440,Indie,476
428760,Hobbyist,640
1884380,Hobbyist,96
1503140,Hobbyist,144
1586300,Indie,1710
815080,Indie,2059
731230,Hobbyist,2160
2250820,Indie,297
2025930,Hobbyist,420
1851470,Hobbyist,123
2209470,Hobbyist,508
1770540,Indie,210
1629600,Indie,1480
1638920,Indie,184
1517160,Hobbyist,709
1371050,Hobbyist,242
697850,Hobbyist,1292
666560,Hobbyist,440
29700,Indie,60
2313980,Hobbyist,185
1676050,Hobbyist,126
1782320,Indie,648
1978000,Hobbyist,1238
2213450,Hobbyist,190
1784600,Hobbyist,138
1804760,Indie,1849
1319100,Indie,144
1025740,Indie,338
398260,Hobbyist,168
1640350,Hobbyist,409
2599950,Hobbyist,554
1789180,Indie,391
1613080,Hobbyist,184
1566740,Hobbyist,261
1522230,Indie,352
1098730,Hobbyist,152
874230,Indie,928
650880,Hobbyist,264
486990,Indie,403
2106860,Hobbyist,203
1923380,Hobbyist,273
1937510,Indie,140
1910820,Hobbyist,220
1362520,Indie,225
1135060,Indie,525
817920,Hobbyist,96
1006160,Hobbyist,90
688880,Hobbyist,1350
665880,Hobbyist,162
602130,Hobbyist,368
399530,Hobbyist,300
416850,Hobbyist,648
776150,Indie,150
1702740,Hobbyist,1110
576060,Hobbyist,288
1871900,Hobbyist,108
2409410,Indie,295
1313700,Hobbyist,162
1407300,Indie,189
1858940,Indie,150
1464290,Indie,336
1175250,Hobbyist,220
1470030,Hobbyist,180
873730,Hobbyist,552
864940,Indie,2412
652130,Hobbyist,190
2072910,Hobbyist,432
990250,Indie,20008
1191770,Indie,1932
1567490,Hobbyist,899
1413210,Hobbyist,2380
1135370,Hobbyist,429
1058930,Indie,1710
1014890,Hobbyist,90
938640,Indie,810
872180,Hobbyist,544
787250,Indie,1551
744720,Hobbyist,126
711070,Indie,918
1728390,Indie,252
1704310,Indie,252
1307880,Hobbyist,1215
1004000,Hobbyist,1107
2251540,Hobbyist,810
2318570,Hobbyist,194
968290,Indie,1620
926410,Hobbyist,510
742340,Hobbyist,962
700560,Hobbyist,108
1807610,Hobbyist,600
1666070,Indie,209
1206180,Hobbyist,72
1125360,Hobbyist,198
917910,Hobbyist,513
778470,Hobbyist,105
551150,Indie,288
548050,Indie,1606
453700,Hobbyist,338
71115,AA,435
1062860,Hobbyist,73
1988030,Hobbyist,512
1675640,Indie,1716
767460,Hobbyist,1554
534680,Hobbyist,875
1796590,Indie,252
2542440,Indie,153
2139550,Indie,462
1304160,Hobbyist,105
1945980,Hobbyist,1230
1572120,Hobbyist,864
1416980,Hobbyist,675
458180,Hobbyist,96
998470,Indie,2070
763320,Hobbyist,100
672720,Hobbyist,250
1197210,Hobbyist,1134
2224260,Hobbyist,187
1314230,Hobbyist,1489
2121910,Hobbyist,414
1806580,Hobbyist,627
1710290,Hobbyist,1760
1462860,Indie,495
1398080,Indie,270
848710,Indie,260
625560,Hobbyist,336
565200,Hobbyist,480
2422540,Hobbyist,110
1525060,Hobbyist,216
1438700,Hobbyist,364
1396010,Indie,348
1386210,Hobbyist,300
1072800,Hobbyist,160
866520,Indie,1764
499330,Hobbyist,622
2440970,Hobbyist,1112
1571660,Hobbyist,280
1176190,Indie,1804
1060000,Indie,105
1023030,Hobbyist,231
709800,Indie,1848
704070,Indie,260
517240,Indie,324
2307630,Hobbyist,137
2088680,Indie,1215
1425830,Hobbyist,200
2016540,Hobbyist,800
1713680,Hobbyist,1890
1566910,Indie,756
1453450,Hobbyist,437
1295760,Hobbyist,264
1212170,Indie,420
1207400,Indie,481
848730,Hobbyist,162
527890,Indie,299
424870,Indie,1551
46840,Indie,397
1993830,Hobbyist,270
1652520,Hobbyist,60
1614500,Indie,363
1166580,Indie,1892
763520,Indie,1221
751680,Indie,192
711050,Hobbyist,198
675140,Indie,152
1149370,Indie,810
2386620,Indie,92
1610130,Hobbyist,612
1072110,Hobbyist,423
1374890,Hobbyist,286
1452700,Hobbyist,528
1307450,Hobbyist,231
961230,Hobbyist,175
488020,Hobbyist,108
731520,Hobbyist,90
612890,Hobbyist,392
2249120,Hobbyist,142
2524870,Hobbyist,155
1713140,Indie,368
675110,Hobbyist,138
1906250,Hobbyist,544
1818250,Hobbyist,544
1651730,Hobbyist,544
1512300,Hobbyist,544
997430,Hobbyist,612
652700,Hobbyist,668
605110,Indie,810
558060,Hobbyist,180
429120,Indie,714
2025710,Hobbyist,75
603210,Hobbyist,576
1465370,Indie,250
1450270,Indie,120
1039310,Hobbyist,1148
942480,Hobbyist,312
842990,Hobbyist,120
654520,Indie,294
491020,Indie,264
444210,Hobbyist,480
2270970,Hobbyist,1302
1987650,Indie,160
1271250,Indie,168
926130,Indie,184
879430,Hobbyist,1118
676690,Hobbyist,390
570590,Hobbyist,655
2136700,Hobbyist,90
1976800,Indie,108
1666600,Hobbyist,75
1646730,Hobbyist,72
1380850,Hobbyist,90
1501790,Hobbyist,60
1708710,Indie,330
1681860,Hobbyist,72
1185620,AA,108
1551280,Indie,72
1220510,Hobbyist,108
1430810,Hobbyist,108
1587490,Hobbyist,72
1509050,Indie,245
691090,Hobbyist,72
1103960,Hobbyist,108
1415620,Hobbyist,297
1028910,Indie,108
1362670,Hobbyist,72
1238980,Hobbyist,72
1336960,Hobbyist,108
1281370,Hobbyist,100
1073020,Hobbyist,108
953750,Indie,108
886230,Hobbyist,54
787730,Hobbyist,72
833650,Hobbyist,90
799560,Hobbyist,72
802300,Indie,72
657400,Hobbyist,108
342660,Hobbyist,72
536800,Hobbyist,72
2331810,Hobbyist,54
2668230,Indie,121
1910020,Indie,297
1805230,Hobbyist,135
1176990,Hobbyist,126
982480,Hobbyist,216
838440,Hobbyist,180
708870,Hobbyist,150
725950,Hobbyist,144
656730,Hobbyist,180
437880,Hobbyist,629
365460,Hobbyist,161
2493980,Hobbyist,137
1668820,Indie,621
2007050,Hobbyist,420
1683300,Indie,459
1155620,Indie,330
1072270,Indie,2160
651640,Hobbyist,270
739210,Indie,2178
2310300,Hobbyist,2026
2321450,Hobbyist,276
2327200,Indie,315
981790,Indie,1088
2138960,Indie,544
2114170,Hobbyist,775
1686060,Indie,154
1355560,Hobbyist,425
1184900,Hobbyist,1215
820710,Hobbyist,1247
676450,Hobbyist,1840
649730,Hobbyist,161
335440,Hobbyist,135
1812950,Hobbyist,261
1031590,Indie,320
811110,Hobbyist,437
733670,Hobbyist,206
663120,Indie,220
2241920,Hobbyist,150
2212500,Hobbyist,195
1822040,Hobbyist,432
1909370,Hobbyist,220
1786590,Indie,1650
1063350,Indie,391
2308000,Hobbyist,499
1707720,Indie,250
1313350,Indie,190
1180620,Indie,722
953740,Hobbyist,400
922520,Hobbyist,484
417840,Hobbyist,253
2217210,Indie,1178
1829490,Hobbyist,1260
2492030,Hobbyist,215
476460,Hobbyist,121564
2010410,Hobbyist,840
1887490,Hobbyist,425
1886200,Hobbyist,1591
686510,Hobbyist,270
1298620,Hobbyist,377
1010560,Hobbyist,126
1522850,Hobbyist,598
1368060,Indie,486
1116890,Indie,342
1073280,Hobbyist,462
1086450,Indie,1652
656690,Hobbyist,168
631260,Indie,171
2599780,Indie,287
1752400,Indie,180
1331470,Hobbyist,96
656320,Hobbyist,107
973110,Hobbyist,360
816830,Hobbyist,712
603490,Hobbyist,180
2152090,Indie,1144
2559540,Hobbyist,188
2596670,Hobbyist,227
2007270,Hobbyist,54
1806000,Indie,1722
1749460,Hobbyist,544
1235350,Hobbyist,76
1498680,Indie,252
1234690,Hobbyist,45
850740,Hobbyist,231
820320,Hobbyist,1493
531890,Hobbyist,991
1704250,Hobbyist,120
2026340,Hobbyist,152
1675270,Hobbyist,357
1356610,Indie,171
1034400,Indie,606
878680,Hobbyist,1632
395100,Indie,280
1406260,Hobbyist,183
2300080,Indie,1000
1934540,Hobbyist,448
1235570,Hobbyist,92
781680,Hobbyist,125
2415540,Hobbyist,476
616390,Hobbyist,1702
1643470,Indie,90
1181900,Hobbyist,396
820380,Indie,1972
746680,Hobbyist,189
2055130,Hobbyist,928
1566430,Hobbyist,252
769580,Indie,184
737390,Hobbyist,144
660170,Hobbyist,250
479170,Hobbyist,198
2100390,Hobbyist,123
497860,Hobbyist,30173
2194300,Indie,75
1808690,Hobbyist,405
1728080,Hobbyist,133
1611110,Hobbyist,152
1522770,Hobbyist,1073
1519470,Hobbyist,1794
1439130,Hobbyist,162
807990,Hobbyist,46
569520,Hobbyist,304
1690560,Hobbyist,94
2334490,Hobbyist,214
2065570,Indie,90
1903540,Hobbyist,266
1631330,Indie,90
389710,Hobbyist,90
746000,Indie,468
802180,Hobbyist,251
773640,Indie,896
366410,Hobbyist,230
2159500,Hobbyist,237
1859990,Hobbyist,59
1485630,Hobbyist,243
1271340,Indie,180
1117490,Hobbyist,108
985500,Hobbyist,250
1005310,Hobbyist,475
1024600,Indie,276
535370,Hobbyist,90
2060540,Hobbyist,432
1738670,Hobbyist,273
1827430,Indie,84
1175540,Hobbyist,114
1043000,Indie,1755
300910,Indie,1290
2225800,Hobbyist,122
1745710,Hobbyist,532
1624210,Hobbyist,532
1593410,Indie,532
1422950,Hobbyist,368
1237800,Indie,250
760360,Hobbyist,180
413760,Hobbyist,248
404460,Hobbyist,513
2018350,Indie,405
1208120,Indie,532
723130,Hobbyist,257
2644260,Hobbyist,1069
2653540,Hobbyist,166
1660040,Indie,650
1504260,Hobbyist,322
1399540,Hobbyist,105
1261570,Hobbyist,2068
1995330,Hobbyist,124
2201840,Hobbyist,216
2113230,Hobbyist,63
1750490,Indie,1014
1686440,Indie,448
783790,Hobbyist,195
777820,Indie,598
829780,Indie,1806
679480,Hobbyist,216
2329470,Hobbyist,82
1401970,Hobbyist,110
1950770,Hobbyist,405
1720780,Indie,120
1831320,Indie,240
1548830,Indie,672
1406110,Hobbyist,480
1305320,Hobbyist,96
1044350,Hobbyist,96
509920,Indie,1155
2484520,Hobbyist,241
2509550,Hobbyist,235
2124810,Hobbyist,580
1570290,Hobbyist,200
1495990,Indie,1462
1399300,Indie,1643
770660,Hobbyist,120
611050,Hobbyist,192
2505790,Hobbyist,3179
1315660,Hobbyist,490
1799020,Hobbyist,529
1334300,Hobbyist,529
998590,Hobbyist,72
1153840,Indie,825
874830,Indie,1564
671990,Hobbyist,105
1025550,Indie,184
2358170,Hobbyist,329
2109400,Indie,3838
1877360,Indie,276
1702180,Hobbyist,1505
1199220,Indie,225
1125420,Hobbyist,476
477190,Hobbyist,138
746350,Hobbyist,1254
434390,Hobbyist,408
2252790,Indie,164
2292440,Indie,89
1945880,Hobbyist,105
1866470,Hobbyist,210
1914530,Hobbyist,105
1780420,Hobbyist,567
1512960,Hobbyist,351
1574330,Hobbyist,1377
1285390,Indie,105
1186510,Hobbyist,75
686580,Hobbyist,105
658800,Indie,340
491100,Hobbyist,118
2277410,Indie,404
2428600,Indie,30
1788490,Indie,253
1155930,Indie,105
1096120,Indie,351
1783080,Hobbyist,70
1679910,Indie,210
1873960,Hobbyist,175
1576480,Hobbyist,150
1233580,Hobbyist,126
968210,Hobbyist,120
686040,Hobbyist,150
748980,Indie,210
550180,Hobbyist,205
406400,Hobbyist,200
2347390,Hobbyist,85
1507390,Indie,210
2690290,Hobbyist,210
1603980,Hobbyist,84007
1926240,Hobbyist,273
989160,Indie,276
476000,Hobbyist,184
2219640,Hobbyist,260
2340600,Hobbyist,131
2238240,Hobbyist,351
1971790,Hobbyist,128
1944300,Hobbyist,96
1819440,Hobbyist,336
1696090,Hobbyist,209
1198110,Indie,108
679780,Indie,108
2101670,Hobbyist,504
1792520,Hobbyist,525
1325870,Hobbyist,1652
1336130,Hobbyist,684
737840,Hobbyist,200
793820,Hobbyist,420
737600,Hobbyist,252
516550,Hobbyist,525
2265040,Hobbyist,512
1766400,Hobbyist,638
1684750,Indie,299
1835510,Hobbyist,588
686620,Hobbyist,198
802070,Hobbyist,630
779320,Hobbyist,620
726070,Indie,2275
2272970,Hobbyist,273
1151580,Hobbyist,145
1701040,Indie,207
979090,Indie,1820
867580,Indie,108
664420,Hobbyist,672
552570,Indie,930
2267590,Indie,243
1384670,Indie,150
960610,Hobbyist,504
906010,Indie,1596
2410740,Indie,261
1909320,Hobbyist,585
2166540,Indie,147
1711530,Indie,96
1806830,Hobbyist,324
1588120,Hobbyist,348
1072600,Hobbyist,144
1243100,Indie,196
833920,Indie,275
2187570,Hobbyist,992
2139100,Hobbyist,168
2068820,Hobbyist,280
1383020,Indie,138
1429480,Hobbyist,864
1114650,Hobbyist,65
821440,Hobbyist,80
513820,Hobbyist,387
399920,Hobbyist,640
71112,AA,420
2121180,Hobbyist,42
1798480,Indie,615
2095430,Hobbyist,150
1571540,Hobbyist,247
1449480,Indie,588
857770,Hobbyist,256
737810,Indie,1768
2277840,Indie,208
1013070,Indie,208
1999850,Hobbyist,66
2132370,Hobbyist,208
2102770,Hobbyist,135
1421140,Hobbyist,486
1304290,Hobbyist,260
760580,Indie,273
779570,Indie,1440
1366850,AA,33448
2585260,Indie,286
1093950,Hobbyist,125
1042990,Indie,1716
590600,Hobbyist,72
2535780,Indie,157
2614550,Hobbyist,75
1841070,Hobbyist,525
1896610,Indie,138
1553650,Indie,595
1407530,Hobbyist,144
828770,Hobbyist,144
2205420,Hobbyist,363
1871030,Hobbyist,144
1337000,Hobbyist,252
1540920,Hobbyist,69
1367860,Hobbyist,270
1163990,Hobbyist,115
1001880,Indie,1722
806850,Indie,2021
2215340,Hobbyist,64
1219500,Indie,390
1228860,Indie,171
1140880,Hobbyist,782
993890,Hobbyist,230
870680,Hobbyist,225
667060,Hobbyist,190
406300,Hobbyist,519
2254900,Hobbyist,110
1088540,Hobbyist,207
2414900,Hobbyist,154
2613830,Hobbyist,1420
1710810,Hobbyist,345
1544740,Indie,207
1273430,Hobbyist,189
838790,Indie,108
1284260,Hobbyist,646
760960,Hobbyist,210
657110,Indie,314
475050,Hobbyist,264
1867000,Indie,288
586100,Indie,437
2051060,Hobbyist,1123
1536890,Indie,90
1554380,Indie,1040
635830,Indie,209
1954250,Hobbyist,80
730450,Indie,943
733810,Indie,115
553830,Hobbyist,1141
496360,Indie,90
2083100,Indie,140
2385260,Indie,83
2247730,Hobbyist,344
1782270,Indie,594
1234500,Hobbyist,90
1560640,Indie,608
1475740,Hobbyist,210
1378730,Hobbyist,216
923630,Hobbyist,126
555850,Indie,1365
2263390,Indie,820
1955490,Hobbyist,250
2585110,Hobbyist,173
918320,Indie,232
756230,Hobbyist,1692
1995210,Indie,286
1537820,Indie,1575
1198900,Hobbyist,60
846330,Indie,57
740390,Hobbyist,392
607590,Hobbyist,364
2156290,Indie,280
2135630,Hobbyist,180
1724280,Hobbyist,108
1361500,Indie,1035
2235610,Indie,1218
1748260,Indie,171
1682610,Indie,532
1462680,Indie,105
1527920,Indie,180
763360,Hobbyist,2021
699820,Hobbyist,368
687510,Indie,672
543170,Indie,1600
1398690,Indie,400
2595210,Indie,58
1885820,Hobbyist,240
1677380,Hobbyist,725
1524690,Hobbyist,1539
1264650,Indie,160
1310650,Indie,360
845730,Indie,1720
538050,Hobbyist,342
2437230,Hobbyist,72
1482970,Indie,391
1387970,Hobbyist,1520
857860,Hobbyist,220
664060,Indie,298
612150,Indie,299
2245270,Indie,1160
1952260,Hobbyist,162
1751480,Hobbyist,84
1263840,Indie,1040
1924460,Hobbyist,75
1479610,Hobbyist,320
1264760,Indie,400
967290,Hobbyist,120
572510,Indie,286
1935460,Indie,51
876170,Hobbyist,60
815950,Indie,2115
698600,Hobbyist,60
507440,Hobbyist,216
395910,Hobbyist,341
2185860,Indie,236
2562510,Hobbyist,86
2115140,Hobbyist,105
664240,Hobbyist,120
1008610,Indie,224
1006460,Indie,286
909830,Indie,888
855700,Indie,512
532900,Hobbyist,180
462580,Indie,1320
2089120,Hobbyist,220
691420,Hobbyist,512
2304710,Hobbyist,204
2244970,Hobbyist,150
674380,Indie,957
1453030,Hobbyist,71
1466070,Hobbyist,125
849140,Indie,432
1359850,Hobbyist,189
1367340,Hobbyist,182
1169160,Hobbyist,120
952050,Hobbyist,364
867550,Hobbyist,1092
682180,Indie,300
740150,Indie,1651
2489650,Hobbyist,375
2525830,Hobbyist,82
1622560,Hobbyist,319
1096600,Hobbyist,105
1128100,Indie,1720
1039570,Indie,896
847590,Indie,510
669750,Indie,527
600640,Hobbyist,297
511230,Hobbyist,144
361680,Hobbyist,120
560220,Indie,1014
1560170,Indie,60
1155990,Indie,1025
2396090,Indie,127
1453710,Hobbyist,988
1155410,Hobbyist,595
794650,Hobbyist,1411
682730,Hobbyist,1180
574710,Hobbyist,90
434800,Indie,512
1117900,Indie,1024
2207980,Indie,196
1582990,Indie,308
937970,Hobbyist,580
876300,Hobbyist,532
281560,Indie,728
2306380,Hobbyist,204
1881290,Hobbyist,73
2308790,Hobbyist,644
2170490,Hobbyist,506
2069580,Indie,455
1836680,Hobbyist,294
1261300,Hobbyist,1680
1544480,Hobbyist,120
1237310,Hobbyist,180
770560,Hobbyist,75
719070,Indie,216
739240,Indie,864
2347120,Indie,129
2064850,Hobbyist,86
1912330,Indie,105
1857160,Indie,135
1414500,Indie,138
1144070,Hobbyist,180
1120240,Indie,1480
732040,Hobbyist,253
654390,Hobbyist,72
1605520,Hobbyist,147
1288650,Indie,171
1710490,Indie,363
1000860,Indie,270
1142760,Hobbyist,630
1005080,Hobbyist,100
2104310,Hobbyist,300
2092530,Hobbyist,90
968540,Hobbyist,253
2194840,Hobbyist,86
1888100,Hobbyist,318
1783090,Hobbyist,1056
1218550,Hobbyist,100
1444730,Indie,1276
1227250,Hobbyist,567
1164550,Hobbyist,175
1127930,Indie,2115
1027970,Hobbyist,1638
760660,Indie,1782
340700,Indie,420
2349950,Hobbyist,358
2208870,Hobbyist,108
1996710,Hobbyist,506
1716370,Hobbyist,84
1570160,Hobbyist,725
1117970,Indie,76
990160,Hobbyist,126
941800,Hobbyist,126
862300,Indie,1980
580540,Hobbyist,126
520510,Hobbyist,203
434500,Indie,875
2375400,Hobbyist,599
2684260,Indie,111
2000220,Hobbyist,105
1984810,Indie,105
1948220,Indie,168
1311770,Hobbyist,144
1426560,Hobbyist,144
1417150,Hobbyist,168
1362700,Hobbyist,144
1230650,Hobbyist,168
936170,Hobbyist,120
863190,Hobbyist,180
579160,Hobbyist,144
391290,Hobbyist,144
410540,Indie,436
1585730,Hobbyist,36
1118590,Hobbyist,144
1746700,Hobbyist,336
1463870,Indie,800
1417670,Indie,777
1424640,Hobbyist,252
1248710,Hobbyist,336
1181270,Hobbyist,1558
1068910,Hobbyist,336
1042130,Indie,171
1030960,Hobbyist,216
456420,Hobbyist,252
2204760,Hobbyist,168
1099790,Hobbyist,145
2093850,Hobbyist,72
1326290,Hobbyist,46
1487730,Hobbyist,60
1272240,Hobbyist,90
1013820,Indie,561
1000810,Hobbyist,69
2339500,Hobbyist,209
2189420,Indie,1792
1994400,Hobbyist,270
1430980,Hobbyist,297
889100,Indie,133
905350,Indie,1806
596400,Indie,180
2095460,Hobbyist,140
1432350,Hobbyist,504
1911510,Indie,95
1514640,Hobbyist,231
723880,Hobbyist,439
776160,Hobbyist,400
585560,Indie,2380
2157980,Hobbyist,168
1883280,Hobbyist,45
1702540,Indie,171
1053660,Indie,1680
1043200,Hobbyist,112
845820,Hobbyist,209
805500,Indie,1720
655420,Hobbyist,776
